multiple_pop_flag,N,KAP_mean,KAP_median,Ds_corr_mean,Ds_raw_mean,GKI_mean
0,10,-0.02532830766992723,-0.0295933595091444,0.11665081226040977,0.7842689885355911,-0.13737653555303325
1,10,-0.031720097998592336,-0.025702322702715615,0.1646789375813778,0.9492288107197384,-0.1376202086884597
